Country_encoded,EdLevel_encoded,YearsCodePro,Employment_encoded,Salary
62,0,3.0,2,14650.0
7,3,6.0,0,1000000.0
28,0,15.0,0,121010.0
151,1,14.0,0,200000.0
135,1,9.0,0,76707.0
48,2,12.0,0,79284.0
24,2,15.0,0,53040.0
48,3,5.0,0,35028.0
149,1,24.0,0,56874.0
107,0,3.0,0,5448.0
62,0,4.0,0,6972.0
129,1,0.5,0,10368.0
151,1,0.5,0,57000.0
62,0,8.0,0,335076.0
132,1,6.0,2,2304.0
144,0,6.0,0,18936.0
12,0,3.0,0,10596.0
111,0,4.0,0,6876.0
62,0,3.0,0,25829.0
62,2,10.0,0,293196.0
62,0,2.0,0,4188.0
62,0,7.0,0,251316.0
62,0,3.0,0,4189.0
151,1,10.0,0,180000.0
151,2,6.0,1,96000.0
62,0,4.0,0,7539.0
144,0,11.0,0,24156.0
48,0,15.0,0,46482.0
117,0,2.0,0,46140.0
149,2,0.5,0,38778.0
131,1,4.0,0,29186.0
47,2,5.0,0,81720.0
7,1,4.0,0,65473.0
62,0,4.0,0,9773.0
30,1,5.0,0,11146.0
30,1,1.0,0,6000.0
62,0,2.0,0,6283.0
149,2,0.5,0,302472.0
125,2,8.0,0,55944.0
112,2,5.0,0,28860.0
12,0,4.0,0,7488.0
7,0,3.0,0,33400.0
7,1,17.0,0,90193.0
71,0,6.0,0,76440.0
49,1,15.0,2,8484.0
151,0,4.0,0,95000.0
112,2,8.0,2,56796.0
125,3,8.0,0,61104.0
136,2,21.0,0,92500.0
62,2,4.0,0,13962.0
74,0,3.0,2,4740.0
63,1,0.5,0,4344.0
151,1,28.0,0,487000.0
135,0,23.0,0,57684.0
7,1,2.0,0,46767.0
151,1,15.0,0,300000.0
62,2,5.0,0,13962.0
62,2,2.0,0,8377.0
69,0,2.0,0,30267.0
151,2,35.0,0,500000.0
98,0,10.0,0,5256.0
48,1,3.0,0,48644.0
131,0,24.0,0,40537.0
62,0,15.0,0,67016.0
50,2,3.0,0,56211.0
136,0,6.0,1,73187.0
68,0,20.0,0,157596.0
151,3,3.0,0,85000.0
103,0,4.0,1,6588.0
43,2,5.0,0,22800.0
39,2,7.0,0,39072.0
118,1,20.0,0,47184.0
63,0,1.0,0,7020.0
36,2,8.0,2,41568.0
15,2,39.0,0,71340.0
118,0,12.0,2,41520.0
62,0,11.0,0,22284.0
7,2,26.0,0,144312.0
79,2,6.0,0,25944.0
62,2,1.0,1,3348.0
50,2,14.0,0,85397.0
131,3,16.0,0,518868.0
50,0,10.0,0,91883.0
62,0,6.0,0,11724.0
99,0,15.0,0,52536.0
125,0,14.0,0,64548.0
7,0,0.5,0,80172.0
151,0,3.0,0,120000.0
64,0,6.0,0,25368.0
98,0,2.0,0,3672.0
129,0,4.0,0,48036.0
151,1,16.0,0,160000.0
124,1,15.0,0,43320.0
62,0,2.0,0,9773.0
69,2,3.0,0,32429.0
62,0,5.0,0,22339.0
62,0,6.0,0,10896.0
48,2,10.0,0,86478.0
130,2,10.0,0,50304.0
127,0,9.0,0,27240.0
68,0,11.0,0,231144.0
62,0,3.0,0,15084.0
28,1,23.0,0,94539.0
144,0,6.0,0,10848.0
62,0,0.5,0,2712.0
151,2,10.0,0,161000.0
64,2,7.0,0,22800.0
129,0,1.0,0,30022.0
50,2,11.0,0,55128.0
12,0,5.0,0,18372.0
50,1,6.0,0,64859.0
149,0,11.0,2,206815.0
8,0,14.0,0,81074.0
151,2,6.0,0,400000.0
36,1,5.0,0,13776.0
149,0,3.0,0,34900.0
62,0,9.0,0,15084.0
48,2,5.0,0,51347.0
64,0,2.0,0,21372.0
7,1,0.5,0,37079.0
112,1,5.0,0,37969.0
124,2,7.0,0,20424.0
88,1,2.0,0,28105.0
112,2,6.0,0,34932.0
62,0,3.0,0,8377.0
64,0,4.0,0,19956.0
151,2,2.0,1,120000.0
129,0,1.0,0,24816.0
73,1,17.0,2,7332.0
48,2,10.0,2,135100.0
149,2,4.0,0,129259.0
50,1,4.0,0,45401.0
44,0,4.0,0,29832.0
136,2,5.0,0,1000000.0
118,1,5.0,0,4716.0
60,1,3.0,0,7692.0
118,0,31.0,0,66060.0
135,0,8.0,0,57684.0
122,0,6.0,2,31992.0
62,0,8.0,0,23735.0
50,0,4.0,0,44748.0
99,0,3.0,0,51888.0
7,0,16.0,0,1000000.0
74,0,3.0,0,14832.0
15,0,5.0,0,51888.0
135,1,7.0,0,36816.0
135,2,16.0,0,61368.0
12,0,1.0,0,8472.0
62,2,8.0,0,12566.0
107,0,2.0,0,2184.0
8,2,20.0,0,81074.0
105,0,5.0,0,129480.0
107,0,3.0,0,6228.0
155,1,2.0,0,5436.0
105,2,14.0,0,107895.0
151,0,6.0,0,230000.0
129,1,22.0,0,86731.0
135,2,15.0,1,59652.0
136,0,11.0,0,109776.0
7,0,16.0,0,801720.0
7,1,4.0,1,16700.0
129,0,9.0,0,72048.0
50,1,3.0,2,32424.0
144,0,9.0,0,15780.0
127,1,4.0,0,27025.0
51,0,3.0,0,5616.0
117,0,2.0,0,13572.0
50,1,20.0,0,62268.0
126,2,9.0,0,42804.0
135,0,16.0,0,62388.0
44,0,7.0,0,45396.0
131,3,5.0,0,37834.0
129,0,1.0,0,24816.0
113,2,2.0,0,11028.0
151,1,8.0,0,81500.0
62,2,1.0,0,10471.0
151,0,4.0,0,2000000.0
107,1,4.0,0,4284.0
144,3,10.0,0,12816.0
79,1,1.0,2,25944.0
50,0,6.0,2,140527.0
125,0,2.0,2,33400.0
66,0,9.0,0,61616.0
149,0,21.0,0,760044.0
135,2,7.0,0,52776.0
8,2,17.0,2,118908.0
62,0,1.0,0,6283.0
47,0,2.0,0,30480.0
129,0,12.0,0,80064.0
135,2,8.0,0,58908.0
62,0,2.0,0,2844.0
135,1,13.0,2,67502.0
48,3,5.0,0,28536.0
107,0,1.0,0,3108.0
62,2,8.0,0,22339.0
149,0,15.0,0,698004.0
48,2,20.0,0,33510.0
15,0,9.0,0,46044.0
135,0,6.0,0,40500.0
66,0,4.0,0,51888.0
50,2,5.0,0,71340.0
62,2,12.0,0,9494.0
112,2,1.0,2,24300.0
147,2,14.0,0,48000.0
112,0,5.0,0,36444.0
15,0,4.0,0,45396.0
50,2,2.0,0,64859.0
151,0,7.0,0,78982.0
69,0,19.0,0,27240.0
117,0,2.0,0,18996.0
50,2,12.0,0,54049.0
117,1,0.5,0,13620.0
151,0,14.0,0,87000.0
36,1,4.0,2,36372.0
15,2,5.0,0,54049.0
62,0,0.5,0,8376.0
135,1,5.0,0,46632.0
151,3,15.0,0,400000.0
50,1,4.0,0,47996.0
50,2,2.0,0,64859.0
50,2,6.0,0,48644.0
48,2,10.0,0,39996.0
48,2,3.0,0,41077.0
127,0,19.0,0,51888.0
62,1,1.0,0,0.0
144,0,7.0,0,19728.0
129,0,6.0,0,45636.0
117,0,13.0,0,54276.0
36,1,10.0,0,36372.0
105,2,1.0,0,129720.0
62,0,4.0,0,12566.0
36,2,18.0,0,114324.0
31,0,3.0,0,9888.0
36,2,28.0,0,36372.0
50,0,4.0,0,62697.0
62,0,5.0,0,34904.0
36,3,25.0,0,30144.0
50,1,2.0,0,36324.0
125,0,10.0,0,51636.0
105,0,10.0,0,673272.0
98,0,4.0,0,263.0
62,0,2.0,0,9703.0
144,2,3.0,0,11436.0
105,2,5.0,0,919008.0
71,1,2.0,0,2700.0
107,1,2.0,2,1800.0
129,2,4.0,0,32028.0
124,1,12.0,2,26208.0
8,0,1.0,0,64859.0
135,2,4.0,0,49704.0
147,1,8.0,0,172957.0
144,0,4.0,0,8388.0
39,2,12.0,0,112884.0
136,1,13.0,0,91484.0
136,0,3.0,0,84369.0
50,0,2.0,0,43239.0
127,1,25.0,0,64859.0
69,1,6.0,0,43239.0
48,2,15.0,0,75669.0
50,0,13.0,0,75669.0
127,2,10.0,0,22056.0
15,2,11.0,0,97288.0
7,0,10.0,0,54122.0
129,0,7.0,0,22417.0
50,2,2.0,0,50806.0
62,0,2.0,0,5585.0
131,1,7.0,0,37834.0
62,0,2.0,0,4226.0
62,1,6.0,0,1000000.0
149,3,30.0,0,84019.0
66,0,3.0,0,59454.0
149,2,8.0,0,969444.0
129,0,5.0,0,38424.0
135,0,4.0,0,49092.0
144,0,8.0,0,15780.0
8,2,5.0,0,54480.0
131,1,3.0,0,43239.0
50,2,8.0,0,102693.0
62,0,1.0,0,3351.0
131,0,10.0,0,30612.0
99,0,3.0,0,56211.0
138,2,8.0,2,79536.0
112,2,11.0,2,60744.0
99,2,18.0,1,51887.0
151,0,20.0,0,268000.0
60,2,22.0,0,38484.0
59,1,12.0,0,64836.0
98,2,4.0,0,8400.0
50,2,9.0,0,36324.0
105,2,15.0,0,80922.0
14,0,13.0,0,39600.0
62,2,8.0,0,10056.0
111,0,7.0,0,20176.0
15,2,5.0,0,59454.0
135,2,15.0,0,47256.0
149,0,25.0,0,84019.0
144,0,7.0,0,54000.0
82,0,5.0,0,64860.0
99,1,3.0,0,35028.0
103,0,0.5,0,4944.0
98,0,4.0,0,7044.0
100,0,6.0,0,728340.0
112,0,10.0,0,60744.0
117,0,7.0,0,34248.0
116,0,0.5,0,9732.0
131,0,4.0,0,33510.0
7,2,15.0,0,1000000.0
149,0,3.0,0,51057.0
59,1,20.0,0,104462.0
131,2,1.0,0,3243.0
50,0,2.0,0,55130.0
99,0,8.0,0,81074.0
62,0,4.0,0,10392.0
50,0,3.0,0,61616.0
69,2,3.0,0,37834.0
68,1,24.0,0,112068.0
105,1,1.0,0,47474.0
62,0,3.0,0,13962.0
48,3,5.0,0,59454.0
131,0,2.0,0,54049.0
39,2,21.0,0,118104.0
149,0,28.0,2,226200.0
149,0,1.0,0,387780.0
129,0,8.0,0,49632.0
60,0,15.0,0,38484.0
117,0,1.0,0,7524.0
135,1,3.0,0,35472.0
44,1,2.0,0,18156.0
7,0,28.0,2,167024.0
129,0,6.0,0,37632.0
69,0,12.0,0,43239.0
100,1,24.0,0,83057.0
48,1,13.0,2,40000.0
149,2,3.0,0,64630.0
62,2,0.5,0,2340.0
50,1,3.0,0,33732.0
149,1,15.0,0,58167.0
135,0,8.0,0,42960.0
112,2,10.0,0,45564.0
118,1,3.0,0,6600.0
60,1,19.0,0,18852.0
15,0,23.0,0,64860.0
99,1,3.0,0,518868.0
74,0,0.5,0,3564.0
48,2,8.0,0,58373.0
50,0,3.0,0,52428.0
149,2,9.0,0,82726.0
50,0,3.0,0,45401.0
149,1,3.0,0,403284.0
48,0,12.0,0,43780.0
62,2,4.0,0,9773.0
131,1,20.0,0,37834.0
15,0,8.0,0,51888.0
131,0,2.0,0,30267.0
62,0,2.0,0,840.0
50,2,6.0,0,65940.0
50,2,8.0,0,57292.0
113,0,10.0,0,324300.0
33,2,6.0,0,27348.0
50,0,12.0,0,81300.0
62,0,5.0,0,17452.0
118,2,8.0,1,20760.0
144,0,16.0,0,49308.0
50,2,5.0,0,61616.0
48,2,5.0,0,45401.0
118,2,3.0,0,33972.0
69,0,7.0,0,48644.0
147,2,10.0,0,48000.0
144,2,5.0,2,19728.0
147,0,9.0,0,93600.0
144,0,1.0,1,3948.0
149,0,8.0,0,51704.0
112,0,5.0,2,39180.0
62,0,4.0,0,21641.0
149,1,8.0,0,80787.0
15,0,16.0,0,51888.0
118,3,4.0,0,18876.0
132,0,4.0,0,6264.0
62,2,5.0,0,5028.0
50,2,9.0,0,73507.0
112,0,2.0,1,21264.0
136,0,5.0,2,85380.0
111,0,1.0,0,2412.0
149,0,1.0,0,39424.0
135,0,25.0,0,55224.0
135,1,8.0,0,71184.0
24,0,12.0,0,39507.0
48,1,0.5,0,15564.0
136,2,26.0,0,167721.0
151,1,11.0,0,300000.0
7,0,2.0,0,50107.0
144,0,4.0,0,18348.0
62,0,7.0,0,17452.0
50,0,4.0,0,59454.0
111,0,6.0,0,7584.0
62,0,3.0,0,20943.0
62,0,5.0,0,11867.0
117,0,3.0,0,23136.0
50,2,14.0,2,59772.0
131,1,4.0,0,32429.0
8,2,18.0,0,46044.0
151,0,5.0,0,175000.0
62,0,0.5,0,30716.0
74,0,5.0,0,55044.0
99,2,4.0,0,28140.0
50,0,10.0,0,67561.0
50,2,10.0,1,51887.0
135,0,12.0,0,91026.0
149,0,1.0,0,31022.0
69,1,20.0,0,51888.0
112,0,3.0,0,45564.0
131,0,16.0,0,64426.0
144,2,10.0,0,11832.0
24,0,2.0,0,10608.0
50,2,8.0,0,74588.0
44,0,5.0,0,32424.0
149,0,6.0,0,54289.0
64,1,20.0,0,28500.0
112,2,6.0,0,42528.0
50,2,11.0,0,100531.0
36,0,5.0,0,22860.0
112,1,4.0,2,15192.0
98,2,3.0,2,7356.0
41,0,16.0,0,1080000.0
12,0,2.0,0,9888.0
48,2,1.0,0,33727.0
62,2,2.0,0,5026.0
48,2,2.0,0,41077.0
149,2,3.0,0,80141.0
50,2,15.0,0,81074.0
149,1,4.0,0,41363.0
50,1,8.0,0,60972.0
149,0,13.0,0,116333.0
99,0,3.0,0,42792.0
112,2,10.0,2,108098.0
5,2,1.0,1,13400.0
50,2,6.0,0,56211.0
103,0,3.0,2,984.0
48,2,15.0,0,45396.0
69,2,3.0,0,45401.0
112,1,2.0,0,27336.0
60,1,0.5,0,17316.0
66,2,2.0,0,39996.0
149,0,13.0,0,109871.0
131,2,7.0,0,36753.0
151,1,22.0,2,240000.0
48,0,10.0,0,42915.0
112,2,5.0,2,45564.0
50,0,6.0,0,65940.0
50,1,5.0,2,68426.0
149,1,10.0,0,58167.0
69,0,3.0,0,330780.0
50,1,9.0,0,39564.0
48,2,5.0,0,51887.0
118,2,3.0,0,17172.0
62,2,2.0,0,0.0
135,0,10.0,0,73644.0
99,1,10.0,0,77831.0
50,0,3.0,0,70044.0
112,1,21.0,2,42528.0
149,2,12.0,0,129259.0
50,0,10.0,0,54049.0
50,0,9.0,0,28536.0
149,1,8.0,0,59459.0
60,2,5.0,0,46188.0
62,0,3.0,0,6696.0
15,1,11.0,0,31128.0
48,2,3.0,0,39996.0
111,0,2.0,0,4272.0
99,1,8.0,0,91883.0
62,0,12.0,0,85608.0
131,1,1.0,2,31348.0
99,2,7.0,0,56211.0
15,0,15.0,0,91883.0
50,2,2.0,0,56643.0
138,1,15.0,0,23856.0
62,0,2.0,0,5585.0
8,0,8.0,0,55776.0
147,0,8.0,0,23484.0
105,2,4.0,0,75527.0
47,1,15.0,0,54049.0
48,3,27.0,0,54049.0
86,0,0.5,0,8820.0
149,3,8.0,0,65147.0
98,2,7.0,0,10506.0
149,0,9.0,0,55582.0
33,1,21.0,2,80112.0
129,0,20.0,0,88068.0
71,1,1.0,0,19428.0
149,2,5.0,0,51704.0
50,0,5.0,0,75669.0
69,0,13.0,0,492924.0
50,2,3.0,0,48644.0
62,0,2.0,0,5864.0
62,0,7.0,0,11724.0
50,1,8.0,2,243200.0
149,0,3.0,0,45241.0
103,0,4.0,0,6588.0
63,0,6.0,0,12300.0
64,1,4.0,0,25656.0
83,2,15.0,0,105936.0
99,3,9.0,0,33732.0
62,0,5.0,0,18150.0
112,2,10.0,0,45562.0
50,0,7.0,0,72426.0
44,2,6.0,0,45396.0
131,1,4.0,0,19458.0
105,0,9.0,0,97106.0
62,0,2.0,0,3516.0
69,0,5.0,0,20760.0
69,2,20.0,0,80857.0
64,0,2.0,0,12828.0
50,1,10.0,0,81720.0
117,1,4.0,0,27144.0
69,1,2.0,0,20760.0
99,2,6.0,0,72966.0
62,2,5.0,0,18150.0
50,0,8.0,0,64860.0
48,0,4.0,0,64039.0
62,0,1.0,0,2184.0
135,2,1.0,0,37428.0
157,2,5.0,0,60000.0
62,2,1.0,0,3348.0
117,2,15.0,0,54276.0
62,0,2.0,0,6143.0
86,2,3.0,0,141240.0
48,2,1.0,0,36324.0
50,1,3.0,0,12972.0
99,1,4.0,2,25944.0
8,0,5.0,1,14268.0
72,0,11.0,0,52186.0
107,1,4.0,2,2340.0
50,2,18.0,0,101184.0
68,1,3.0,0,107520.0
136,1,1.0,0,15852.0
50,2,7.0,0,73500.0
136,3,16.0,0,121979.0
69,2,5.0,0,298356.0
83,2,10.0,0,12.0
131,0,3.0,0,30808.0
15,2,6.0,0,51888.0
149,1,7.0,0,47826.0
131,1,3.0,0,25944.0
135,1,5.0,0,46632.0
62,0,4.0,0,25128.0
50,1,7.0,0,64859.0
82,0,3.0,0,12972.0
151,1,5.0,0,67000.0
149,0,3.0,0,33607.0
118,1,7.0,0,30192.0
24,0,10.0,0,27240.0
151,0,26.0,0,220000.0
86,0,8.0,0,23064.0
129,1,5.0,0,32820.0
131,1,3.0,0,28105.0
135,2,4.0,0,55224.0
99,0,3.0,0,60535.0
69,0,6.0,0,18156.0
117,1,8.0,0,62424.0
50,1,1.0,0,9732.0
50,2,9.0,0,77831.0
129,0,6.0,0,41628.0
62,0,7.0,0,19546.0
63,0,5.0,0,10536.0
149,1,20.0,0,155111.0
149,0,8.0,0,36193.0
118,1,6.0,0,16980.0
62,0,2.0,0,9215.0
69,1,5.0,0,157823.0
60,2,5.0,0,11544.0
75,0,4.0,0,15564.0
135,2,1.0,0,54000.0
48,2,18.0,0,223627.0
124,1,4.0,0,35244.0
48,2,2.0,0,35132.0
36,0,5.0,0,15588.0
48,1,20.0,0,61616.0
15,2,8.0,0,46698.0
149,2,15.0,0,67215.0
50,3,8.0,0,68102.0
149,1,23.0,0,55582.0
24,0,5.0,0,13261.0
50,2,9.0,1,50157.0
47,1,2.0,0,33732.0
151,2,31.0,0,204000.0
48,2,0.5,0,22056.0
50,0,5.0,0,64859.0
64,0,2.0,0,28500.0
48,2,5.0,2,62697.0
39,3,3.0,0,47037.0
50,1,1.0,0,36324.0
149,0,2.0,0,542892.0
8,2,5.0,0,64859.0
69,0,14.0,0,19452.0
112,2,13.0,0,27844.0
41,0,21.0,2,160000.0
62,0,8.0,0,6367.0
50,1,0.5,0,9864.0
99,0,2.0,0,32424.0
149,2,2.0,0,505668.0
26,0,8.0,0,27828.0
62,0,3.0,0,5196.0
47,0,0.5,0,24900.0
69,1,30.0,0,24863.0
7,2,14.0,0,122262.0
149,0,25.0,0,56874.0
151,0,24.0,2,150000.0
112,1,2.0,0,11544.0
62,0,3.0,0,5820.0
112,0,8.0,2,63281.0
62,0,2.0,0,6981.0
24,1,23.0,2,99456.0
64,0,8.0,2,1140.0
50,2,6.0,0,81074.0
62,0,4.0,0,11724.0
105,1,12.0,0,72290.0
62,0,2.0,0,6981.0
149,2,21.0,0,161574.0
69,2,3.0,0,16860.0
129,1,3.0,0,12804.0
50,0,4.0,0,45401.0
62,0,1.0,0,4440.0
62,2,3.0,0,15084.0
50,2,5.0,0,48644.0
131,3,3.0,0,26484.0
99,1,9.0,2,51887.0
62,1,5.0,0,3351.0
131,2,21.0,0,75669.0
79,0,3.0,1,12972.0
62,0,2.0,0,5448.0
146,1,7.0,2,22920.0
62,0,5.0,0,10056.0
62,2,5.0,0,8377.0
12,0,5.0,0,8472.0
62,2,3.0,0,4189.0
50,0,3.0,1,28536.0
50,0,3.0,0,48000.0
136,0,8.0,0,182968.0
95,2,2.0,0,12324.0
131,2,5.0,1,11028.0
1,2,7.0,0,15900.0
71,0,4.0,0,21588.0
149,0,6.0,0,45241.0
105,1,1.0,0,41436.0
98,2,2.0,0,5256.0
69,1,20.0,2,75650.0
60,0,19.0,2,75000.0
74,0,7.0,0,26100.0
99,2,3.0,0,51887.0
50,2,17.0,0,70264.0
39,3,15.0,0,86844.0
149,0,21.0,2,121200.0
62,0,0.5,0,2508.0
48,1,2.0,0,20760.0
60,0,8.0,0,28476.0
131,2,3.0,0,28105.0
99,1,30.0,0,80424.0
149,1,3.0,0,26886.0
50,1,11.0,0,44100.0
149,2,6.0,2,77550.0
147,2,25.0,2,80000.0
63,0,12.0,0,11412.0
83,2,0.5,0,32429.0
135,2,11.0,0,54000.0
112,2,15.0,2,106308.0
131,2,2.0,0,17620.0
50,2,8.0,0,129718.0
113,2,8.0,2,55130.0
135,0,10.0,2,51547.0
52,1,0.5,0,7140.0
62,0,5.0,0,26527.0
99,0,0.5,0,38916.0
50,1,17.0,0,84312.0
62,2,6.0,0,8377.0
50,2,6.0,0,81074.0
131,1,11.0,0,31348.0
149,0,1.0,0,31669.0
7,2,0.5,0,113576.0
151,0,13.0,0,139000.0
69,1,6.0,0,32424.0
99,2,5.0,0,54049.0
33,2,5.0,0,26124.0
62,0,3.0,0,5028.0
48,2,7.0,0,71345.0
139,0,6.0,0,24023.0
33,2,10.0,0,45288.0
99,1,7.0,0,51888.0
55,3,1.0,0,7788.0
62,0,2.0,0,6283.0
62,2,7.0,0,6036.0
129,2,25.0,0,60044.0
129,1,18.0,0,56040.0
50,1,10.0,0,53184.0
117,0,5.0,0,426096.0
129,0,4.0,0,38162.0
62,0,5.0,0,94944.0
62,2,8.0,0,21780.0
155,0,2.0,0,10344.0
69,1,2.0,0,16647.0
99,0,8.0,0,44100.0
48,2,7.0,0,54049.0
135,1,34.0,0,57463.0
113,2,9.0,0,38916.0
48,2,6.0,0,622644.0
136,2,4.0,0,94533.0
62,0,2.0,0,7400.0
149,0,24.0,0,86604.0
155,0,2.0,0,8796.0
8,2,6.0,0,38916.0
133,2,0.5,0,1824.0
50,2,5.0,0,46482.0
62,0,3.0,0,29766.0
105,3,2.0,0,841584.0
113,0,5.0,0,59994.0
50,0,10.0,2,59454.0
105,2,16.0,0,161843.0
111,0,2.0,0,8292.0
95,2,5.0,0,12936.0
112,1,2.0,0,12144.0
149,2,15.0,0,400000.0
127,1,11.0,0,50.0
131,3,1.0,0,15564.0
50,0,6.0,0,72426.0
112,1,3.0,2,30204.0
149,1,20.0,0,77556.0
50,2,5.0,0,97288.0
69,2,2.0,0,22236.0
50,1,6.0,0,73507.0
64,0,7.0,0,99756.0
62,0,7.0,2,5585.0
50,1,7.0,0,51347.0
129,2,8.0,0,52044.0
15,2,2.0,0,479952.0
112,0,2.0,0,13668.0
62,0,6.0,0,13908.0
69,2,36.0,0,54049.0
131,3,14.0,0,48644.0
149,3,28.0,2,116333.0
69,0,10.0,0,34591.0
48,0,15.0,2,103776.0
64,2,10.0,0,12972.0
50,1,9.0,0,59454.0
131,2,2.0,0,15312.0
118,2,7.0,0,36.0
50,2,16.0,0,59454.0
136,0,5.0,0,95148.0
66,2,10.0,0,843168.0
80,0,3.0,0,24000.0
103,0,6.0,0,19752.0
48,2,8.0,2,64860.0
149,1,24.0,0,68507.0
62,2,15.0,0,16754.0
103,1,2.0,0,1644.0
129,0,3.0,0,14412.0
149,0,34.0,0,91774.0
69,2,30.0,0,108098.0
155,0,3.0,0,12420.0
135,1,11.0,0,1000000.0
62,0,2.0,0,28901.0
149,2,9.0,0,193889.0
83,2,7.0,0,67021.0
82,1,1.0,0,18804.0
50,1,5.0,0,11676.0
118,0,8.0,0,52848.0
68,0,17.0,0,105072.0
62,0,5.0,0,20943.0
39,3,2.0,0,1000000.0
1,1,2.0,0,5832.0
62,2,0.5,0,4188.0
131,0,2.0,0,25944.0
47,0,6.0,1,46308.0
107,0,2.0,0,3888.0
62,0,3.0,0,4188.0
48,2,6.0,0,58373.0
62,2,9.0,2,120000.0
69,3,20.0,0,389148.0
24,0,12.0,0,66300.0
112,0,13.0,2,62697.0
126,2,6.0,0,25944.0
48,2,4.0,0,528.0
111,0,4.0,0,5928.0
50,3,11.0,0,90802.0
127,0,4.0,0,37620.0
149,2,19.0,0,38778.0
50,1,3.0,1,5832.0
135,1,1.0,0,34884.0
132,0,4.0,0,5940.0
50,1,24.0,0,65508.0
50,2,11.0,1,129720.0
69,2,3.0,0,28105.0
50,2,15.0,0,108098.0
105,1,11.0,0,59342.0
48,1,15.0,0,54049.0
36,2,21.0,2,20784.0
99,0,24.0,0,64908.0
62,2,4.0,0,12217.0
79,0,8.0,0,58368.0
69,0,2.0,0,54049.0
62,0,0.5,0,9773.0
99,0,10.0,0,64859.0
149,0,2.0,0,64630.0
50,3,13.0,0,64859.0
112,2,3.0,0,37968.0
136,1,2.0,0,20736.0
50,2,16.0,0,102693.0
50,0,23.0,0,77831.0
149,2,9.0,0,80141.0
129,1,9.0,0,42036.0
107,0,9.0,0,5928.0
99,0,5.0,0,35100.0
135,2,10.0,0,49092.0
143,0,1.0,0,6948.0
12,0,2.0,0,5652.0
149,3,7.0,0,51704.0
135,0,11.0,0,54612.0
50,2,4.0,0,56424.0
62,0,2.0,0,6288.0
48,2,16.0,0,129718.0
93,0,3.0,0,7836.0
64,0,5.0,0,12828.0
149,0,32.0,0,284371.0
48,0,5.0,0,29184.0
105,2,15.0,0,73369.0
138,2,2.0,0,20548.0
62,2,3.0,0,5166.0
86,0,10.0,0,417972.0
149,1,9.0,0,77556.0
50,2,6.0,0,58368.0
149,0,10.0,0,62691.0
149,1,7.0,0,85311.0
86,1,23.0,0,20172.0
50,2,4.0,0,76940.0
50,1,13.0,0,48644.0
149,2,13.0,0,58944.0
22,0,3.0,0,8664.0
39,1,20.0,0,64260.0
71,1,5.0,0,44065.0
7,1,5.0,2,66800.0
50,3,10.0,0,113503.0
132,0,9.0,0,20448.0
48,0,10.0,0,42158.0
14,1,12.0,2,44124.0
149,1,2.0,0,21974.0
149,0,0.5,0,34900.0
135,0,3.0,0,43812.0
136,2,12.0,2,194149.0
153,1,1.0,0,14400.0
149,3,3.0,0,48167.0
69,0,5.0,0,18156.0
15,0,3.0,0,38916.0
149,1,18.0,0,235000.0
149,2,25.0,0,55582.0
62,0,2.0,0,3351.0
103,0,11.0,0,30717.0
7,3,14.0,0,106895.0
99,2,8.0,0,58368.0
50,0,2.0,0,62697.0
135,2,5.0,2,61368.0
22,1,10.0,0,28634.0
149,2,2.0,0,43948.0
9,1,5.0,0,8460.0
66,0,7.0,0,70264.0
48,0,4.0,0,22701.0
62,0,1.0,0,9773.0
99,2,13.0,2,194580.0
67,0,3.0,0,38778.0
149,0,14.0,0,77556.0
149,0,3.0,0,32315.0
131,2,5.0,0,415092.0
51,1,2.0,0,4494.0
15,3,11.0,0,97288.0
69,1,8.0,0,24648.0
149,1,3.0,0,41363.0
105,1,8.0,0,15105.0
149,0,6.0,0,55582.0
63,0,8.0,0,11270.0
33,0,12.0,0,101016.0
131,0,25.0,0,43239.0
147,2,3.0,2,35724.0
48,2,14.0,0,81074.0
24,0,3.0,0,9288.0
138,0,4.0,0,33142.0
79,0,9.0,0,38268.0
105,1,1.0,0,31068.0
131,0,8.0,0,48644.0
60,1,7.0,0,31269.0
118,3,15.0,0,18876.0
149,1,4.0,0,53643.0
127,0,20.0,0,64859.0
52,0,2.0,0,15696.0
147,2,17.0,0,44040.0
66,1,3.0,0,43239.0
50,0,16.0,1,64859.0
99,0,4.0,0,264624.0
62,0,8.0,0,16752.0
44,0,15.0,0,57072.0
50,2,17.0,0,90802.0
131,3,20.0,0,34591.0
61,0,14.0,2,126984.0
112,2,12.0,0,46069.0
144,2,3.0,0,34270.0
129,1,3.0,0,12012.0
62,0,8.0,0,15358.0
22,1,3.0,0,57720.0
62,0,3.0,0,5585.0
111,2,9.0,0,9012.0
48,2,5.0,0,596700.0
136,0,10.0,0,147391.0
129,0,3.0,0,36024.0
99,1,29.0,1,77485.0
98,0,3.0,0,17500.0
82,0,0.5,0,25944.0
149,0,4.0,0,64630.0
131,2,10.0,0,50266.0
136,1,8.0,2,60984.0
129,1,10.0,0,36024.0
118,0,10.0,2,56616.0
62,0,1.0,0,6283.0
62,0,2.0,0,39093.0
131,0,2.0,0,64850.0
62,0,2.0,0,6981.0
149,3,38.0,2,129259.0
113,1,10.0,0,45396.0
15,2,7.0,0,68748.0
147,0,0.5,0,13212.0
39,0,5.0,0,69468.0
30,2,10.0,0,600144.0
22,0,5.0,0,46728.0
63,0,10.0,0,28104.0
118,2,6.0,0,35856.0
